pmcid,ext-link-type,href
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/18501637
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/12591026
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/12414282
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/22139821
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/22037958
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/16893555
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/25054218
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/23649697
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/17481925
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/23920254
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/23876425
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/20404309
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/22290573
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/17404215
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/18502730
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/22445348
4513187,uri,http://www.ncbi.nlm.nih.gov/pubmed/20410145
4513187,doi,10.1016/j.nicl.2015.06.005
8059162,uri,https://creativecommons.org/licenses/by/4.0/
8059162,uri,https://creativecommons.org/publicdomain/zero/1.0/
8059162,pmc:entrez-nucleotide,AG070043
8059162,pmc:entrez-nucleotide,HD090256
8059162,uri,https://www.nichd.nih.gov/health/topics/down/conditioninfo
7212692,uri,https://loop.frontiersin.org/people/38029
7212692,uri,https://loop.frontiersin.org/people/50089
7212692,uri,https://loop.frontiersin.org/people/22842
7212692,uri,https://loop.frontiersin.org/people/881828
7212692,uri,https://loop.frontiersin.org/people/126625
7212692,uri,https://loop.frontiersin.org/people/129155
7212692,uri,https://loop.frontiersin.org/people/184501
7212692,uri,https://loop.frontiersin.org/people/7050
7212692,uri,https://loop.frontiersin.org/people/4848
7212692,uri,https://loop.frontiersin.org/people/476648
7212692,uri,https://loop.frontiersin.org/people/92787
7212692,uri,https://loop.frontiersin.org/people/481719
7212692,uri,https://loop.frontiersin.org/people/14269
7212692,uri,https://loop.frontiersin.org/people/64375
7212692,uri,https://loop.frontiersin.org/people/14660
7212692,uri,https://loop.frontiersin.org/people/709763
7212692,uri,https://loop.frontiersin.org/people/20831
7212692,uri,https://loop.frontiersin.org/people/2147
7212692,uri,https://loop.frontiersin.org/people/180983
7212692,uri,https://loop.frontiersin.org/people/687719
7212692,uri,https://loop.frontiersin.org/people/176813
7212692,uri,http://www.psmd-marker.com
7212692,uri,http://www.jpnd.eu
7212692,uri,https://www.frontiersin.org/articles/10.3389/fpsyt.2020.00342/full#supplementary-material
11497668,uri,https://creativecommons.org/licenses/by-nc/4.0/
11497668,uri,http://www.markvcid.org
11497668,uri,http://www.psmd-marker.com
4801877,uri,http://loop.frontiersin.org/people/242316/overview
4801877,uri,http://loop.frontiersin.org/people/287206/overview
4801877,uri,http://loop.frontiersin.org/people/13760/overview
4801877,uri,https://www.neurobs.com
4801877,uri,http://www.fmrib.ox.ac.uk/fsl
4801877,uri,http://surfer.nmr.mgh.harvard.edu/
4801877,uri,http://www.ibm.com/software/de/analytics/spss/
6868701,uri,http://creativecommons.org/licenses/by/4.0/
6868701,uri,http://creativecommons.org/publicdomain/zero/1.0/
6868701,uri,https://clinicaltrials.gov/ct2/show/study/NCT03481933
6868701,uri,http://clinicaltrials.gov
6868701,pmc:clinical-trial,NCT03481933
7284130,uri,http://surfer.nmr.mgh.harard.edu/
7284130,uri,http://www.psmd-marker.com
7284130,uri,http://www.fmrib.ox.ac.uk.fsl
5279696,uri,http://adni.loni.usc.edu
5279696,uri,http://www.adni-info.org
5279696,uri,http://www.fnih.org
5279696,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
5279696,uri,http://dx.doi.org/10.1016/j.nicl.2017.01.026
3674338,uri,http://www.fmrib.ox.ac.uk/fsl
3674338,uri,http://www.volume-one.org/
11494636,uri,https://creativecommons.org/licenses/by-nc/4.0/
11494636,uri,https://enroll-hd.org/
11494636,uri,https://dx.doi.org/10.3233/JHD-240018
10344700,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FDT
10344700,uri,https://doi.org/10.1016/j.cccb.2023.100174
7151065,uri,http://creativecommons.org/licenses/by/4.0/
4973061,uri,http://creativecommons.org/licenses/by/4.0/
4973061,uri,http://creativecommons.org/publicdomain/zero/1.0/
11917016,uri,https://creativecommons.org/licenses/by/4.0/
11917016,uri,http://www.statistical-modelling.de/lst.html
11917016,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
11917016,uri,https://edoc.ub.uni-muenchen.de/20373/
11917016,uri,https://www.sciencedirect.com/science/article/abs/pii/S1053811911013139
11917016,uri,https://onlinelibrary.wiley.com/doi/abs/
7851406,uri,https://github.com/USC-IGC/ukbb_parser
7851406,uri,http://enigma.ini.usc.edu/protocols/imaging-protocols
7851406,uri,https://doi.org/10.1016/j.nicl.2021.102574
6664227,uri,https://doi.org/10.1016/j.nicl.2019.101950
7321261,uri,https://fsl.fmrib.ox.ac.uk/fsl
7321261,uri,https://sites.google.com/site/bctnet/
7321261,uri,www.fnih.org
7321261,uri,http://creativecommons.org/licenses/by/4.0/
7163793,uri,http://creativecommons.org/licenses/by/4.0/
7163793,uri,https://www.fmrib.ox.ac.uk/fsl/
10371072,uri,https://creativecommons.org/licenses/by/4.0/
10371072,uri,http://dsi-studio.labsolver.org/
10371072,uri,http://fsl.fmrib.ox.ac.uk
5608410,uri,http://creativecommons.org/licenses/by/4.0/
5608410,uri,http://www.biofinder.se
5608410,uri,https://doi.org/10.1016/S0006-3495(94)80775-1
5608410,uri,https://doi.org/10.1007/s10334-013-0371-x
5608410,uri,https://doi.org/10.1016/j.jpsychires.2005.05.005
5608410,uri,https://doi.org/10.1016/j.neuroimage.2011.11.094
5608410,uri,https://doi.org/10.1007/s00234-015-1563-z
5608410,uri,https://doi.org/10.1161/STROKEAHA.109.566307
5608410,uri,https://doi.org/10.1007/s00401-011-0851-x
5608410,uri,https://doi.org/10.1016/S1474-4422(13)70124-8
5608410,uri,https://doi.org/10.2214/ajr.149.2.351
5608410,uri,https://doi.org/10.1136/jnnp.2009.204685
5608410,uri,https://doi.org/10.1136/jnnp.70.1.9
5608410,uri,https://doi.org/10.1161/STROKEAHA.110.609768
5608410,uri,https://doi.org/10.1016/j.neuroimage.2008.07.052
5608410,uri,https://doi.org/10.1002/hbm.22236
5608410,uri,https://doi.org/10.1161/STROKEAHA.113.004084
5608410,uri,https://doi.org/10.1016/j.jalz.2014.06.011
5608410,uri,https://doi.org/10.3389/fnagi.2015.00255
5608410,uri,https://doi.org/10.3109/02699052.2011.608409
5608410,uri,https://doi.org/10.1002/acn3.274
5608410,uri,https://doi.org/10.1016/j.cortex.2008.05.004
5608410,uri,https://doi.org/10.1159/000377710
5608410,uri,https://doi.org/10.1371/journal.pone.0141825
5608410,uri,https://doi.org/10.1016/j.neuroimage.2011.09.015
5608410,uri,https://doi.org/10.1016/j.neuroimage.2007.07.053
5608410,uri,https://doi.org/10.1016/j.acra.2012.01.002
5608410,uri,https://doi.org/10.1016/j.neuroimage.2012.02.084
5608410,uri,https://doi.org/10.1016/j.neuroimage.2011.11.032
5608410,uri,https://doi.org/10.2337/db08-0724
5608410,uri,https://doi.org/10.1016/S1474-4422(12)70241-7
5608410,uri,https://doi.org/10.1038/nrneurol.2010.4
5608410,uri,https://doi.org/10.1038/nrn1119
5608410,uri,https://doi.org/10.1176/appi.ajp.161.3.573
5608410,uri,https://doi.org/10.1212/01.wnl.0000250326.77323.01
5608410,uri,https://doi.org/10.3174/ajnr.A1556
5608410,uri,https://doi.org/10.1016/j.neurobiolaging.2009.04.014
5608410,uri,https://doi.org/10.1371/journal.pone.0058887
5608410,uri,https://doi.org/10.1016/j.neuroimage.2013.02.078
5608410,uri,https://doi.org/10.1016/j.neuroimage.2010.12.008
7662133,uri,http://loop.frontiersin.org/people/965418/overview
7662133,uri,http://loop.frontiersin.org/people/958531/overview
7662133,uri,http://loop.frontiersin.org/people/115414/overview
7662133,uri,http://loop.frontiersin.org/people/96029/overview
7662133,uri,http://loop.frontiersin.org/people/699965/overview
7662133,pmc:entrez-nucleotide,AG064829
7662133,uri,http://www.fmrib.ac.uk/fsl
7662133,uri,http://www.fmrib.ox.ac.uk/fsl/
7662133,uri,http://stnava.github.io/ANTs/
7662133,uri,https://surfer.nmr.mgh.harvard.edu/
2732263,uri,http://creativecommons.org/licenses/by-nc/2.0/uk/
2732263,uri,http://www.ut-radiology.umin.jp/people/masutani/dTV.htm
2732263,uri,http://www.fil.ion.ucl.ac.uk/spm
5561637,uri,http://creativecommons.org/licenses/by/4.0/
5561637,uri,http://creativecommons.org/publicdomain/zero/1.0/
5561637,uri,http://www.fmrib.ox.ac.uk/fsl
3388101,uri,http://dx.doi.org/10.1002/gps.1803
3388101,uri,http://dx.doi.org/10.3233/JAD-2009–1117
3388101,uri,http://dx.doi.org/10.1001/archpsyc.62.6.685
3388101,uri,http://dx.doi.org/10.1002/ajpa.10092
3388101,uri,http://dx.doi.org/10.1016/j.biopsych.2007.03.001
3388101,uri,http://dx.doi.org/10.1007/s00415–008–0726–9
3388101,uri,http://dx.doi.org/10.1007/s00415–007–0558-z
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/20336658
3388101,uri,http://dx.doi.org/10.1093/cercor/bhh142
3388101,uri,http://dx.doi.org/10.1093/brain/awh144
3388101,uri,http://dx.doi.org/10.1111/j.1365–2796.2004.01388.x
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/19775776
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/20371138
3388101,uri,http://dx.doi.org/10.1371/journal.pone.0021745
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/21694456
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2010.05.068
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2008.11.027
3388101,uri,http://dx.doi.org/10.1093/brain/awp257
3388101,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2008.03.013
3388101,uri,http://dx.doi.org/10.1038/nrn1119
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2006.07.047
3388101,uri,http://dx.doi.org/10.1093/epirev/mxn008
3388101,uri,http://dx.doi.org/10.1016/j.cogbrainres.2004.07.002
3388101,uri,http://dx.doi.org/10.1016/j.brainres.2010.04.064
3388101,uri,http://dx.doi.org/10.1002/hbm.20509
3388101,uri,http://dx.doi.org/10.1016/j.jpsychires.2010.05.006
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2010.07.010
3388101,uri,http://www.R-project.org
3388101,uri,http://dx.doi.org/10.1002/hbm.10062
3388101,uri,http://dx.doi.org/10.1109/42.906424
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2006.02.024
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/19913331
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/20162601
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2007.09.017
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2010.09.067
3388101,uri,http://dx.doi.org/10.1097/01.wnr.0000099475.09597.23
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2007.03.020
3388101,uri,http://dx.doi.org/10.1001/archpsyc.1996.01830070031007
3388101,uri,http://dx.doi.org/10.1093/cercor/bhr123
3388101,uri,http://dx.doi.org/10.1016/j.neuropsychologia.2007.07.003
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2007.04.009
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/21077137
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2006.04.187
3388101,uri,http://www.ncbi.nlm.nih.gov/pubmed/21177393
3388101,uri,http://dx.doi.org/10.1136/jnnp.2004.046375
3388101,uri,http://dx.doi.org/10.1093/brain/awh600
3388101,uri,http://www.sciencedirect.com/science/article/B6WNP-51S25GG-1/2/7435422dbfef0c61d49e403802729f59
3388101,uri,http://dx.doi.org/10.1210/er.2005–0020
3388101,uri,http://dx.doi.org/10.1016/j.freeradbiomed.2008.02.017
3388101,uri,http://dx.doi.org/10.1016/j.neuropsychologia.2009.03.004
3388101,uri,http://dx.doi.org/10.1076/jcen.25.5.614.14581
3388101,uri,http://dx.doi.org/10.1002/hbm.20872
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2009.09.041
3388101,uri,http://dx.doi.org/10.1177/1073858404263960
3388101,uri,http://dx.doi.org/10.1016/j.neuroimage.2005.02.042
3388101,uri,http://dx.doi.org/10.1006/nimg.2001.0786
3388101,uri,http://dx.doi.org/10.1016/j.neurobiolaging.2003.09.005
3388101,uri,http://dx.doi.org/10.1093/cercor/bhi044
3388101,uri,http://dx.doi.org/10.1016/S0197–4580(03)00118–0
4299934,uri,http://surfer.nmr.mgh.harvard.edu/
7456903,uri,https://loop.frontiersin.org/people/72445/overview
7456903,uri,https://loop.frontiersin.org/people/972428/overview
7456903,uri,https://loop.frontiersin.org/people/765012/overview
7456903,uri,https://loop.frontiersin.org/people/108513/overview
7456903,uri,http://dti-tk.sourceforge.net/pmwiki/pmwiki.php?n=Main.HomePage
7456903,uri,mailto:gwenaelle.catheline@u-bordeaux.fr
7456903,uri,http://www.fmrib.ox.ac.uk/fsl
7456903,uri,https://brain-development.org/ixi-dataset/
7456903,uri,http://dbm.neuro.uni-jena.de/wordpress/vbm/download/
7456903,uri,http://www.fil.ion.ucl.ac.uk./spm
7456903,uri,https://www.applied-statistics.de/lst.html
7456903,uri,https://www.frontiersin.org/articles/10.3389/fnagi.2020.00218/full#supplementary-material
6920239,uri,http://creativecommons.org/licenses/by/4.0/
6920239,uri,http://adni.loni.usc.edu/methods/documents/mri-protocols/
6920239,uri,http://www.fil.ion.ucl.ac.uk/spm/
6920239,uri,http://www.fil.ion.ucl.ac.uk/~john/misc/VBMclass10.pdf
6384328,uri,http://adni.loni.usc.edu
6384328,uri,http://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
6384328,uri,http://www.fmrib.ox.ac.uk/fsl/
6384328,uri,http://www.fnih.org
11582681,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11582681,uri,https://www.nia.nih.gov/research/abc-ds
11582681,uri,https://fsl.fmrib.ox.ac.uk/fsl/
11582681,uri,http://dsi-studio.labsolver.org/
10426141,uri,https://creativecommons.org/licenses/by/4.0/
10426141,uri,https://creativecommons.org/publicdomain/zero/1.0/
10426141,uri,http://www.nice.org.uk/guidance/cg176
4312919,uri,http://creativecommons.org/licenses/by/3.0/
4312919,uri,http://cmic.cs.ucl.ac.uk/camino/
4312919,uri,http://www.fil.ion.ucl.ac.uk/spm
4312919,uri,http://www.mathworks.com
4312919,uri,http://wileyonlinelibrary.com
4863900,pmc:clinical-trial,NCT01281228
4863900,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki
4863900,uri,http://www.fil.ion.ucl.ac.uk/spm
4863900,uri,http://marsbar.sourceforge.net/
11364465,uri,https://creativecommons.org/licenses/by-nc/4.0/
11364465,uri,https://drive.google.com/file/d/1Mq7qcY1-xiAudQHVQPcCaSN9h3sVTuOl/view?usp=sharing
11364465,uri,https://monket.net/dancing-monkeys/
11364465,uri,http://www.stepmania.com
11364465,uri,https://www.fil.ion.ucl.ac.uk/spm
11364465,uri,http://www.mrtrix.org
11364465,uri,http://www.neuro.uni-jena.de/cat/
11364465,uri,https://fsl.fmrib.ox.ac.uk
11364465,uri,https://github.com/kyzentun
11364465,uri,https://doi.org/10.3030/101089218
4230048,uri,http://frontiersin.org/people/u/136925
6520382,uri,http://creativecommons.org/licenses/by/4.0/
6520382,uri,http://www.trackvis.org
6520382,uri,http://www.istc
6520382,uri,http://www.natbrainlab.com/
4684097,uri,https://creativecommons.org/licenses/by-nc/4.0/
4684097,uri,http://dx.doi.org/10.3233/JHD-150160
4684097,uri,http://dx.doi.org/10.1136/jnnp-2013-307343
4684097,uri,http://dx.doi.org/10.1016/j.ebiom.2015.08.002
5364534,uri,http://creativecommons.org/licenses/by/4.0/
5364534,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/TOPUP
5364534,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/EDDY
5364534,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FLICA
5364534,uri,http://cran.r-project.org
3348019,uri,http://creativecommons.org/licenses/by/2.0
3348019,uri,http://human.brain-map.org/
3348019,uri,http://www.loni.ucla.edu/Software/LONI-Inspector
3348019,uri,http://www.biomedcentral.com/bmcbioinformatics/supplements/13/S7
11851321,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11851321,uri,https://loft-lab.ini.usc.edu/index-5.html#tab10
11851321,uri,https://markvcid.partners.org/acknowledgements
7025138,uri,http://www.adni-info.org/
7025138,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/eddy
7025138,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/BET
7025138,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki
7025138,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FLIRT
7025138,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FNIRT
7025138,uri,https://www.mristudio.org/
7025138,uri,https://www.slicer.org/wiki/Slicer3:Mori-Atlas_labels_JHU-MNI_SS_Type-I
7025138,uri,http://adni.loni.usc.edu
7025138,uri,http://www.adni-info.org
7025138,uri,http://pngu.mgh.harvard.edu/~purcell/plink/
7025138,pmc:entrez-geo,GSE84422
7025138,uri,http://www.braineac.org/
7025138,uri,https://doi.org/10.1016/j.nicl.2020.102203
3430626,uri,http://www.fmrib.ox.ac.uk/fsl/
3430626,uri,http://www.fmrib.ox.ac.uk/fsl/fdt/index.html
6083450,uri,http://www.fil.ion.ucl.ac.uk/spm
6083450,uri,http://surfer.nmr.mgh.harvard.edu
6083450,uri,http://www.fmrib.ox.ac.uk/fsl
6083450,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FDT
6083450,uri,http://www.processmacro.org
6083450,uri,https://doi.org/10.1016/j.nicl.2018.07.021
11506346,uri,http://www.xinapse.com/Manual/
11506346,uri,https://fsl.fmrib.ox.ac.uk/fsl
11506346,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/GLM
11506346,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/Randomise
11506346,uri,https://creativecommons.org/licenses/by/4.0/
5329061,uri,http://loop.frontiersin.org/people/339806/overview
5329061,uri,http://loop.frontiersin.org/people/113838/overview
5329061,uri,http://loop.frontiersin.org/people/58309/overview
5329061,uri,http://loop.frontiersin.org/people/385008/overview
5329061,uri,http://loop.frontiersin.org/people/202692/overview
5329061,uri,http://loop.frontiersin.org/people/12841/overview
5329061,uri,http://loop.frontiersin.org/people/414288/overview
5329061,uri,http://searchengineland.com/what-is-google-pagerank-a-guide-for-searchers-webmasters-11068
4629464,uri,http://frontiersin.org/people/u/193612
4629464,uri,http://frontiersin.org/people/u/128715
4629464,uri,http://frontiersin.org/people/u/139222
4629464,uri,http://frontiersin.org/people/u/266910
4629464,uri,http://ftp.nmr.mgh.harvard.edu
4629464,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FDT
4629464,uri,http://www.fmrib.ox.ac.uk/fsl
4629464,uri,http://journal.frontiersin.org/article/10.3389/fnagi.2015.00208
10877805,uri,https://creativecommons.org/licenses/by/4.0/
10877805,uri,https://creativecommons.org/publicdomain/zero/1.0/
10877805,uri,http://www.adni-info.org
10877805,uri,http://www.loni.ucla.edu/ADNI
10877805,uri,http://adni.loni.usc.edu/methods/mri-tool/mri-analysis/
10877805,uri,https://adni.loni.usc.edu/methods/pet-analysis-method/pet-analysis/
10877805,uri,http://www.fil.ion.ucl.ac.uk/spm
10877805,uri,http://dbm.neuro.uni-jena.de/cat/
10877805,uri,http://www.mrtrix.org
10877805,uri,http://www.fnih.org
10877805,uri,https://adni.loni.usc.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
11303796,uri,https://creativecommons.org/licenses/by/4.0/
11303796,pmc:clinical-trial,NCT03807167
11303796,uri,http://www.clinicaltrial.gov
11303796,uri,https://github.com/Inria-Empenn/Anima-Public
3792746,uri,http://adni.loni.ucla.edu/wp-content/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf
3792746,uri,http://adni.loni.ucla.edu
3792746,uri,http://adni-info.org/Scientists/Pdfs/ADNI2_Protocol_FINAL_20100917.pdf
3792746,doi,10.1016/j.nicl.2013.07.006
3792746,uri,https://ida.loni.ucla.edu/
3792746,uri,http://adni.loni.ucla.edu/wp-content/uploads/2010/05/ADNI2_GE_3T_22.0_T2.pdf
3792746,uri,http://www.fmrib.ox.ac.uk/fsl
3792746,uri,http://www.bic.mni.mcgill.ca/software/
3792746,uri,http://cmrm.med.jhmi.edu/cmrm/atlas/human_data/file/AtlasExplanation2.htm
3792746,uri,http://www.fmrib.ox.ac.uk/fsl/
3792746,uri,http://enigma.loni.ucla.edu/ongoing/dti-working-group/
3792746,uri,http://www.fnih.org
10177535,uri,www.fmrib.ox.ac.uk/fsl/index.html
10177535,uri,http://surfer.nmr.mgh.harvard.edu
10177535,uri,https://www.mdpi.com/article/10.3390/cells12091220/s1
10177535,uri,https://creativecommons.org/licenses/by/4.0/
10177535,uri,https://www.R-project.org/
9014677,uri,https://creativecommons.org/licenses/by/4.0/
9014677,uri,https://us.sagepub.com/en-us/nam/open-access-at-sage
9014677,uri,http://www.ukbiobank.ac.uk/ethics
9014677,uri,https://biobank.ctsu.ox.ac.uk/crystal/crystal/docs/brain_mri.pdf
9014677,uri,http://www.fmrib.ox.ac.uk/fsl
9014677,uri,https://orcid.org/0000-0002-0630-8204
11680639,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11680639,uri,http://fsl.fmrib.ox.ac.uk
7934686,uri,https://ida.loni.usc.edu/
7934686,uri,http://stnava.github.io/ANTs/
7934686,uri,https://www.R-project.org/
7934686,uri,http://www.rstudio.com/
7934686,uri,https://github.com/jonclayden/RNifti
7934686,uri,https://www.mdpi.com/2379-1381/7/1/3/s1
7934686,uri,https://fsl.fmrib.ox.ac.uk/fsl/fslwiki
7934686,uri,http://dsi-studio.labsolver.org/
7934686,uri,http://camino.cs.ucl.ac.uk/index.php
7934686,uri,https://afni.nimh.nih.gov/
7934686,uri,http://creativecommons.org/licenses/by/4.0/
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/16887187
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/8759042
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/19705281
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/21871957
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/19414714
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/22614288
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/21930202
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/21463028
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/3903892
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/11721149
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/22331619
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/23276211
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/8661285
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/16624579
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/15501092
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/17931890
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/14645885
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/18619589
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/20206699
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/19290758
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/19565683
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/10854355
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/11524471
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/18054866
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/21909706
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/15193947
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/22178809
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/21739526
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/19617597
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/17509627
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/16103359
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/17522104
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/20371138
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/19457371
3839877,uri,http://www.ncbi.nlm.nih.gov/pubmed/19847044
8824472,uri,https://creativecommons.org/licenses/by/4.0/
8824472,uri,https://www-sciencedirect-com.proxy3.library.mcgill.ca/topics/neuroscience/extrastriate-cortex
8824472,uri,http://adni.loni.usc.edu
8824472,uri,https://3Tissue.github.io
8824472,uri,https://www.fil.ion.ucl.ac.uk/spm/doc/biblio/
3632543,uri,http://www.fmrib.ox.ac.uk/fsl
3632543,uri,http://www.fil.ion.ucl.ac.uk/spm
3632543,uri,http://www.R-project.org
3776403,uri,www.karger.com/doi/10.1159/000353456
3776403,uri,http://www.MriStudio.org
3776403,uri,http://www.fil.ion.ucl.ac.uk/spm/software/spm8
3776403,pmc:clinical-trial,NCT00334516
10393263,uri,https://loop.frontiersin.org/people/2125375/overview
10393263,uri,https://loop.frontiersin.org/people/2357014/overview
10393263,uri,https://loop.frontiersin.org/people/568486/overview
10393263,uri,http://ClinicalTrials.gov
10393263,pmc:clinical-trial,NCT01926691
10393263,uri,http://surfer.nmr.mgh.harvard.edu/
10393263,uri,http://www.fmrib.ox.ac.uk/fsl/
8500888,uri,https://creativecommons.org/licenses/by/4.0/
8500888,uri,http://www.cdc.gov/nchs/nhis/SHS/tables.htm
5539622,uri,http://creativecommons.org/licenses/by/4.0/
5539622,uri,http://creativecommons.org/publicdomain/zero/1.0/
5539622,uri,http://surfer.nmr.mgh.harvard.edu/
5539622,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/TBSS
5539622,uri,http://fsl.fmrib.ox.ac.uk/fsl/fslwiki/Randomise/UserGuide
9701560,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
9701560,uri,http://www.fmrib.ox.ac.uk/fsl
9701560,uri,http://applied-statistics.de/lst.html
5607539,uri,http://creativecommons.org/licenses/by/4.0/
5607539,uri,https://doi.org/10.1002/brb3.766
5607539,uri,http://www.fmrib.ox.ac.uk/fsl
5607539,uri,https://CRAN.R-project.org/package=pls
5607539,uri,https://www.R-project.org/
8403348,uri,https://creativecommons.org/licenses/by/4.0/
8403348,uri,https://creativecommons.org/publicdomain/zero/1.0/
8403348,uri,http://dsistudio.labsolver.org/
8403348,uri,http://www.qiagen.com/ingenuity
8403348,uri,https://david.ncifcrf.gov/
8403348,pmc:entrez-nucleotide,BX002346
9465649,uri,https://creativecommons.org/licenses/by/4.0/
9465649,uri,https://surfer.nmr.mgh.harvard.edu
9465649,uri,https://surfer.nmr.mgh.harvard.edu/fswiki/Tracula
9465649,uri,http://dx.doi.org/10.13039/100000002
11331623,uri,https://creativecommons.org/licenses/by-nc-nd/4.0/
11331623,uri,https://adni.loni.usc.edu/
11331623,uri,https://naccdata.org
